author,content,date,title,url
ryonkkk,"起时资本是专业从事场外期权业务的私募机构，专注各类场外期权报价，场外做市，对冲交易，为客户设计收益结构满足客户风控需求，团队主要来自于中金公司，在这里实习生可以接触并熟悉场外期权一线业务，了解业界Q quant分析逻辑并将所学用于实务，学习如何对衍生品建模，真诚欢迎您的加入!,现招聘助理交易员，职责如下:,     跟进具体交易，盯盘,     询价，报价，与交易对手成交，管理交易合同,     定价与对冲策略研究,岗位要求:,      有随机分析或金融工程或金融数学基础，或对业务线有所了解本条可放宽,      编程熟练，能使用编程语言实现研究结果,      大三或研一下（研二）能长期实习者,工作地点: 北京,联系人 裴女士,请将简历发至邮箱：yifei.pei@chasecap.com,ryonkkk (ryon30) 在 ta 的帖子中提到：,起时资本是专业从事场外期权业务的私募机构，专注各类场外期权报价，场外做市，对冲交易，为客户设计收益结构满足客户风控需求，团队主要来自于中金公司，在这里实习生可以接触并熟悉场外期权一线业务，了解业界Q quant分析逻辑并将所学用于实务，学习如何对衍生品建模，真诚欢迎您的加入!,现招聘助理交易员，职责如下:,     跟进具体交易，盯盘,……,ryonkkk (ryon30) 在 ta 的帖子中提到：,起时资本是专业从事场外期权业务的私募机构，专注各类场外期权报价，场外做市，对冲交易，为客户设计收益结构满足客户风控需求，团队主要来自于中金公司，在这里实习生可以接触并熟悉场外期权一线业务，了解业界Q quant分析逻辑并将所学用于实务，学习如何对衍生品建模，真诚欢迎您的加入!,现招聘助理交易员，职责如下:,     跟进具体交易，盯盘,……", 最后修改于2018-05-27 17:00:51,[实习-起时资本] 招聘场外衍生品量化交易员实习生,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16427847
kimi,"上海洛书投资管理有限公司是一家具有全球化视野的量化交易公司，这里聚集了顶尖的人才，汇聚了数学与科技。我们的活动覆盖世界主要金融中心，包括上海、香港和巴黎。作为专注于量化投资的私募基金管理人，我们的团队具备丰富的海内外市场的投资经验，交易品种覆盖期货、股票、期权等，自成立以来创造了高于市场平均水平的绝对收益。公司于2015年完成基金业协会的私募基金管理人备案，并发行了第一支阳光私募产品。经过坚实的积累，洛书投资的腾飞之旅正式开启。未来期待与您携手共创辉煌！,【我们在招聘】,量化交易实习,职责描述：,1、研发、设计新量化模型、工具；,2、优化已有模型、工具；,3、策略回测；,4、提供收益、风险分析工具。,任职要求：,1、了解、热爱量化交易；,2、坚持每周至少3天，可实习3-6个月；,3、团队合作的精神、极大压力下长时间脑力工作的能力；,4、19、20届毕业生优先，数学、物理、统计、生物、计算机等理科专业，熟悉至少一门编程语言；,5、加分项：有量化研究经验、熟悉金融衍生品定价、有python项目经验。,市场接入实习,职责描述：,1. 参与联系和接洽海外期货和证券经纪商和数据提供商；,2. 参与收集和整理当地经纪商的信息，比较并评判不同经纪商的服务方案；,3. 参与收集当地证券交易的政策法规与更新情况，分析市场政策风险，定期向基金经理汇报；,4. 参与公司内地与海外的销售与市场营销项目。,任职要求：,1. 本科及以上学历，金融或理工类相关专业优先，来自韩国/日本/台湾地区的留学生优先；,2. 工作严谨细致，学习能力强，且具有一定领导能力，能够自主负责工作，提供解决问题的思路；,3. 熟悉日本/韩国/台湾/香港的金融市场；,4. 熟练使用韩语/日语中的任意一种；,5. 熟练使用office软件。,市场部实习,职责描述：,1、整理更新产品相关资料并协助产品经理进行辅助性研究；,2、协助产品经理开展产品成立相关工作；,3、协助部门定期举办各类市场活动；,4、配合公司进行市场宣传、品牌建设、微信公众号的运营；,5、上级安排的其他事宜。,任职要求：,1、本科及以上学历，工商管理、金融、财务等相关专业优先；,2、有一定的文案编写能力及PPT制作能力；,3、良好的语言表达及沟通能力，对数字具备一定的理解阅读能力；,4、良好的团队合作精神，严谨的工作作风，积极乐观，抗压能力强；,5、每周到岗至少三天，实习期表现优秀者可转正。,【薪资待遇】,我们将提供在业内有竞争力的薪资，定期团建聚餐，提供免费午餐,【关于应聘】,投递邮箱：hr@luoshu.com。邮件正文中简要表述一下你的应聘理由并附上你的简历，简历标题请按""姓名+应聘岗位”来命名。对每一位符合基本条件的应聘者我们都会安排电话沟通。,工作地点：上海陆家嘴世纪金融广场", 最后修改于2018-05-28 13:48:55,【实习】量化私募实习岗位,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16428658
cwxs,"东方证券财富管理部产品与资产配置研究岗实习生招聘,一、公司简介：,东方证券股份有限公司（以下简称""公司""）是一家经中国证券监督管理委员会批准设立的综合类证券公司，其前身是于1998年3月9日开业的东方证券有限责任公司，总部设在上海，现有注册资本69.94亿元，公司于2015年3月23日成功登陆上交所，2016年7月8日H股成功发行并上市，成为行业内第五家A+H股上市券商。,公司经过近20年的发展，已从一家仅有586名员工、36家营业网点的证券公司，逐渐壮大为一家总资产达2000亿，净资产超过400亿，员工4000余人、在全国76个城市设有153家分支机构，提供证券、期货、资产管理、理财、投行、投资咨询及证券研究等全方位、一站式专业综合金融服务的上市证券金融控股集团。, ,二、招聘岗位：,财富管理部产品与资产配置研究岗实习生, ,三、主要职责：,1.   金融产品及市场数据采集、分类和维护；,2.   产品和管理人业绩评估与归因分析，协助完成尽调报告；,3.   战略及战术资产配置研究，提供配置方案及量化分析；,4.   宏观及市场研究，包括中国及全球宏观经济数据分析，市场数据分析，提供资产配置建议, ,四、职位要求：,1.   金融、经济、数学、金融工程或计算机数理统计等相关专业，研究生硕士及以上学历，具有计算机和金融复合专业背景者优先；,2.   具有较好的数据分析能力和建模能力，掌握R、Python等数量分析工具，熟悉Oracle，SQL Server,  MySQL等至少一种数据库；,3.   掌握金融投资理论，具有证券从业资格、基金从业资格，具备CFA、CPA及其他国际投资相关资质者优先；有金融机构量化研究实习经历候选人优先；,4.   具有良好的沟通交流能力，文字语言表达能力，逻辑分析能力，强烈的责任心，良好的团队合作精神。, ,五、实习待遇,本次实习有留用机会。, ,六、应聘方式：,请以“学校-学院及专业-姓名-联系电话”命名邮件及简历文件，投递至orientsecintern@163.com。",发表于2018-05-30 13:42:01,东方证券财富管理招实习生（老板前高盛量化投资出身,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16431109
beijushe,"【实习单位】,民生证券股份有限公司成立于1986年，注册资本为45.8亿元，注册地为北京。公司具备中国证监会批准的证券经纪、证券承销与保荐等全牌照业务资格，是中国成立最早的证券公司之一。公司在北京、上海、深圳、广州、郑州等地设立了80余家分支机构，业务范围覆盖全国近30个省、直辖市及自治区；公司控股并管理着三家子公司：民生期货有限公司、民生通海投资有限公司和民生证券投资有限公司。民生证券与子公司优势互补，实现协同发展。,【工作职责】,1、协助研究员进行量化策略的研究开发，数据分析等，并撰写研究报告；,2、在积累了一定研究经验之后，可以独立承担研究课题。,【岗位要求】,1、重点院校金融工程、数理统计、计算机、自动控制等相关专业大四保研、硕士、博士,2、熟练使用Matlab、vba、sql等,3、有多因子、cta、或其他量化策略研究经验者优先，可在邮件中附上能证明研究能力或编程能力的相关资料,4、能保证工作时间，协调好实习与其他事务，能尽快入职,5、时间要求：每周3天及以上（可远程）,【投递说明】有意向的同学请尽快将简历发至：msquant@163.com，邮件主题和简历名称均为：姓名_学校_专业_硕/博_预计毕业年份_可入职时间",发表于2018-06-07 17:17:37,【实习】民生证券研究院金融工程组量化研究岗实习生,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16440408
dadan,"【实习】【东兴证券（证券投资部）】招聘量化实习生,工作地点：北京  阜成门金融街,岗位：量化分析实习生,简历接收截止时间：2018-6-10,简历投递方式：以附件形式发送至 yangbj@dxzq.net.cn,邮件主题格式要求：张三-北大-硕士（本科）-研二（大三）-19毕业-可实习6个月（每周4天）,【职位要求】,- 需有概率统计和编程基础（熟练使用python）,- 有量化研究经验者优先，理工科优先。,- 每周到岗四天以上，能连续实习3个月以上,待遇：无实习工资，免费提供午餐，并有参与相关团队建设及培训学习的机会。,注：团队里很多清北师兄师姐，人都很nice，可以学到很多，是步入量化行业的快速通道。,信箱满了,dadan (嘀嗒嘀嗒) 在 ta 的帖子中提到：,【实习】【东兴证券（证券投资部）】招聘量化实习生,工作地点：北京  阜成门金融街,岗位：量化分析实习生,……",发表于2018-06-05 13:47:19,【实习】【东兴证券（证券投资部）】招聘量化实习生,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16437860
kikiqiqi,"Algorithmic Trader and Quantitative Developer(Analyst) ,今日头条 量化分析实习生  base北京,Full-Time Job and Internship ,全职工作和实习 , A trading and technology group which leverages Big Data skills to seek for the art of trading. Through quantitative methods we generate scientific insights with systematic precision. ,                        ,Job Description 工作介绍 ,Who We Are  ,1.Quantitative Trading Group, develop and execute proprietary trading strategies in the financial markets. ,2.自主开发并执行自动化交易策略. ,3. We are looking for smart technologists, decent programmers to become part of our group. , 我们寻找优秀的技术人员，程序员. ,  ,Job Responsibilities工作责任 ,1.Manage and execute process of design, implement high-frequency trading strategies. ,2.Work with traders to implement via ultra-low-latency production code. ,3.Work to improve team.s trading infrastructure by implementing dynamic ideas. ,4.搭建高频交易平台，建设市场微结构，构造交易内核以及风控系统. ,  ,Team Culture 文化 ,1.In this team, we foster a culture of engineering spirit. We care about career development of each employee and pair each one with an experienced leader in our firm. ,2.小组鼓励从零到有的工程师的创造精神，程序员处于小组的核心位置(最终具备数学,编程与交易Triple的能力,成为一名高频交易员). ,  ,Requirements ,满足以下任一条即鼓励申请: ,Successful candidates would be one of the following: ,1.Background in quantitative subject,i.e.computer science, engineering, math, physics. Awards in National Math(Physics) Olympiads or ACM is a plus. ,2.Passionate about trading and financial markets. Athletes, Bridge player. ,3.Experience with one of the following language is a big plus. (C++#, R, Python, SML, Java, Matlab) ,4.Multithread experience, Parallel Computing, Hadoop, Perl. ,5.Networking TCP/IP/Sockets etc, Operating System, Hacker. ,6.Knowledge of Design Pattern, Boost Library is a big plus. ,7.面向对象设计,多线程,并行计算,数据库,脚本语言,网络,操作系统,黑客,设计模式. ,8.Problem-solving abilities. A producer and fast learner , able to work under pressure. ,9.Evidence of a strong work ethic and a pattern of success. 胜者的经历 ,  ,However, industry experience, or an educational focus in nance, is not a prerequisite. ,我们不限学历, 也不要求相关专业工作经验，本科生也欢迎投递简历,成功的候选人公司派发Macbookpro一台，薪资福利优厚,简历发送至：zhongqi@bytedance.com",发表于2018-06-06 13:33:22,今日头条 量化分析实习生,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16439116
FeelBad,"【实习安排】： ,参与投研数据的清洗整合；参与回测模块、业绩归因模块的搭建；参与量化策略的研究（挖掘有效的因子、编制Smartbeta指数、研究行业轮动）；其他相关工作。,  ,【岗位要求】   ,1   国内外知名高校数理统计、计算机、金融相关专业硕、博士在读（数理、计算机金融复合背景优先）。保证长期实习； ,2   熟练掌握python及其相关领域的科学计算包:Pandas、Numpy等(Python 要非常熟练)，熟练掌握SQL；具备扎实的数学和统计知识。   ,3   具备良好的人际沟通能力，有团队意识、责任感，能承担实际工作任务。     ,4   具有券商/基金量化投资、投研类相关实习经历者加分； ,     有机器学习、数据挖掘背景加分； ,     有扎实的财务基本功加分； ,     有数据平台天软使用经历加分； ,  ,【邮箱及简历格式】intern_quant@126.com   ,请按以下格式发送  ：学校_专业_姓名_电话_可实习时间长度 ,【实习地点】：深圳﻿,深圳长期，这个成本有点高啊，要是留用还可以，不留用的话，适合深研院的吧,FeelBad (感觉不好) 在 ta 的帖子中提到：,【实习安排】： ,参与投研数据的清洗整合；参与回测模块、业绩归因模块的搭建；参与量化策略的研究（挖掘有效的因子、编制Smartbeta指数、研究行业轮动）；其他相关工作。,  ,……",发表于2018-06-07 09:46:30,公募量化实习（长期）,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16440001
cowfor,"快手是一款超过1亿日活用户的产品。,在此过程中，您将有机会: ,- 跟随全世界增长最快的互联网公司一起成长 ,- 享受免费午餐晚餐、下午茶、健身房,- 与优秀的同事一起合作，学习快手核心推荐的算法、策略、A/B测试,- 快速地迭代，直接参与生产环境的开发，您的代码会有机会影响到千千万万的用户 ,- 大数据架构开发和分析，有机会每天与千亿行的数据打交道,- 主要语言为 Java, C , Python,任职资格：,- 有扎实的编程能力，精通至少一项 C /Java/Go/Python等语言或相似语言,- 深刻理解计算机原理,有良好的数据结构和算法基础,- 有较强的学习能力，能够快速理解和掌握不局限于编程的各种知识,- 熟悉Hadoop、Hive，有数据统计和数据分析相关经验优先,- 有机器学习，深度学习相关经验者优先,- 有良好的产品意识、敏锐的业务分析能力者优先.,薪资：400/天,感兴趣的小伙伴请甩简历过来啦！！,liuanhao@kuaishou.com",发表于2018-05-30 11:38:31,【实习】【快手】 大数据/算法 实习生,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16431006
bytedancehr,"【今日头条】诚招算法实习生 ,今日头条成立于2012年，致力于成为最懂你的信息平台，连接人与信息，促进内容的创作和交流。通过技术，来改变整个内容生产、消费领域。 ,5年的时间内，我们已经成为了一个估值过百亿美元，用户数亿，DAU过亿，多款产品日活数千万，团队规模超万人的团队。旗下产品包括今日头条、西瓜视频、抖音、火山视频等。 ,今天，我们在招聘算法实习生！你将获得匹配回报的实习工资，具有竞争力的实习经验，还在等什么呢，快来加入我们吧！ ,【算法实习生】 ,【职位描述】 ,1、利用机器学习技术，改进直播短视频（包括火山/抖音/段子等产品）推荐系统，优化数亿用户的阅读体验； ,2、分析基础数据，挖掘用户兴趣、内容价值，增强推荐系统的预测能力。 ,【职位要求】 ,1、热爱计算机科学和互联网技术，对人工智能类产品有浓厚兴趣； ,2、具备强悍的编码能力，熟悉 linux 开发环境，熟悉 C++ 和 Python 语言优先； ,3、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情 ,4、有扎实的数据结构和算法功底，熟悉机器学习、自然语言处理、数据挖掘中一项或多项； ,5、对推荐系统、计算广告、搜索引擎相关技术有经验者优先。有机器学习实际经验优先：包括不限于实习/实验室项目/kaggle比赛等 ,6、北京高校、19年毕业者优先 实习时间3个月及以上，每周至少4天。 ,【申请方式】 ,请发送简历到luoweijing@bytedance.com申请该职位,邮件标题为:算法实习生+学校+姓名+年级+最快入职时间 ,免费三餐，租房补贴，休闲下午茶，过亿用户，职业大牛，晋升空间,工作地点：北京,可现场面试、视频面试,有租房补贴,职业大牛、可转正、免三餐、租房补贴",发表于2018-05-30 17:24:32,【实习】【今日头条】【抖音&火山】算法实习生 ,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16431360
appendix,"【量化对冲基金】平方和投资招聘信息,招聘岗位：量化策略研究员（实习）,岗位职责：,研究国内股票、期货等二级市场品种，设计交易策略并参与实盘交易,岗位要求：,1. 国内外知名大学硕士以上学历，具备良好的数理功底，对量化投资有浓厚兴趣,2. 具有扎实的机器学习理论基础，精通机器学习、人工智能、数据挖掘中的一项或多项,3. 具有扎实的数学统计功底，精通数理统计,4. 具有扎实的计算机基础，精通算法、数据结构、设计模式等,5. 至少熟练掌握一门编程语言，有matlab、R、python、C++开发经验者优先；,5. 奥赛、ACM等比赛获奖者优先；,6. 有国内外券商或基金的量化分析与研究实习经验者优先。,其中第2，3，4项，满足其中一项要求即可，能力突出者可适当放宽要求。,实习补助：100-300元/天，优秀实习生有机会参与公司实盘交易，享受分红，毕业后签订劳动合同,实习期限：不少于3个月，每周不少于3个工作日,工作地点：北京清华科技园,简历投递：hr@alpha2fund.com,简历命名：姓名+应聘岗位,平方和投资是一家新兴的量化对冲基金，专注于量化投资领域，综合利用数学、统计、计算机、金融等知识，挖掘市场深层规律，构造数量化的对冲基金策略模型，力求在不同市场周期，各种宏观环境下都能为投资者带来长期稳定并且显著的绝对收益。公司投资业绩一流，一直在量化策略排行榜中名列前茅，曾荣获最佳精英公司奖、至尊新锐奖、十大新锐基金、最佳私募基金管理人等多个奖项。公司募资能力优秀，拥有一流的量化投研团队，既有经验丰富的量化基金经理、资深研究员，也有对计算机系统、金融数据了如指掌的专业技术人员，具备在知名金融机构的工作经验。,我们的愿景是提供一个功能强大、性能稳定、拓展灵活的平台，吸引并培养一群与众不同的人才，把握竞争对手难以把握的机会，在中国金融市场飞速发展的洪流中，做量化交易的弄潮儿。富有挑战性的工作，极具竞争力的薪酬，扁平化的管理，周到的人文关怀，和谐有爱的工作环境——平方和投资虚位以待，期待您与我们携手共铸对冲基金的梦想与辉煌！",发表于2018-06-08 16:59:36,【实习】平方和投资量化策略研究员,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16441444
Ypkuy,"去哪儿网机票BU-数据/算法实习生,岗位职责：,1.负责基于Hive,Spark技术的海量数据的处理、分析、统计工作；,2.根据产品需求文档，构建有效且通用的数据模型，为产品改进、运营决策提供数据支持；,任职资格：,- 统招全日制，大学本科及以上学历,- 热爱大数据开发和互联网工作,- 熟悉计算机数据结构、算法、linux等理论知识,- 熟悉大数据相关技术优先,如Hive,Spark,- 熟悉Java/Scala/Python/R语言中的一种,- 具有创新思维和学习能力，吃苦耐劳，能坚持实习3-6个月,加分项：,- 具有创新思维和学习能力；,- 获得过大学奖学金者优先；,- 参加过导师项目开发或社会实践中的项目开发者优先；,- 对算法有浓厚兴趣,熟悉常用数据挖掘算法（如分类、聚类、回归、关联规则、神经网络等）及其原理。,简历发到：nancywang.wang@qunar.com",发表于2018-05-31 18:48:52,去哪儿网机票BU-数据/算法实习生,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16432676
bytedancehr,"【今日头条】诚招算法实习生 ,今日头条成立于2012年，致力于成为最懂你的信息平台，连接人与信息，促进内容的创作和交流。通过技术，来改变整个内容生产、消费领域。 ,5年的时间内，我们已经成为了一个估值过百亿美元，用户数亿，DAU过亿，多款产品日活数千万，团队规模超万人的团队。旗下产品包括今日头条、西瓜视频、抖音、火山视频等。 ,今天，我们在招聘算法实习生！你将获得匹配回报的实习工资，具有竞争力的实习经验，还在等什么呢，快来加入我们吧！ ,【算法实习生】 ,【职位描述】 ,1、利用机器学习技术，改进直播短视频（包括火山/抖音/段子等产品）推荐系统，优化数亿用户的阅读体验； ,2、分析基础数据，挖掘用户兴趣、内容价值，增强推荐系统的预测能力。 ,【职位要求】 ,1、热爱计算机科学和互联网技术，对人工智能类产品有浓厚兴趣； ,2、具备强悍的编码能力，熟悉 linux 开发环境，熟悉 C++ 和 Python 语言优先； ,3、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情 ,4、有扎实的数据结构和算法功底，熟悉机器学习、自然语言处理、数据挖掘中一项或多项； ,5、对推荐系统、计算广告、搜索引擎相关技术有经验者优先。有机器学习实际经验优先：包括不限于实习/实验室项目/kaggle比赛等 ,6、北京高校、19年毕业者优先 实习时间3个月及以上，每周至少4天。 ,【申请方式】 ,请发送简历到luoweijing@bytedance.com申请该职位,邮件标题为:算法实习生+学校+姓名+年级+最快入职时间 ",发表于2018-06-01 14:21:09,【实习】【今日头条】【抖音&火山】算法实习生 ,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16433433
feile,"热门微博作为新浪微博的战略级产品，旨在为用户提供个性化的微博阅读体验，团队氛围积极向上，现诚招优秀实习生。,【职位描述】,包括但不限于如下工作内容,1，智能数据报表与可视化系统研发。,2，精准用户画像构建。,3，大规模推荐算法、特征工程研发。,【能力要求】,1，优秀的编码能力，熟悉hadoop，linux编程环境优先。,2，开放爱思考，乐于沟通，热衷互联网技术。,3，如果能力强悍可以保证工作交付，不限实习周时长。,【申请方式】,发送简历到feichao@staff.weibo.com申请该职位,邮件标题：推荐算法实习生+学校+年级+入职时间 ",发表于2018-06-01 20:26:34,【实习】【新浪微博】【热门微博】推荐算法实习生,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16433771
fever,"与算法专家共同参与讨论语音识别项目的研发。主要工作内容是跟着模型工程师做模型代码编写、调优、实验、封装等。,在校生，计算机、数学相关专业,熟练使用c++,每周工作4天或以上，连续6个月或以上,如果熟悉机器学习、linux、语音识别相关算法（HMM/贝叶斯/n-gram/WFST理论等），使用过语音识别相关开源工具（kaldi/srilm/HTK等）的更棒,北京市朝阳区北辰世纪中心,150-220元/天,我们是含着金汤匙降生深藏不露的潜力股，目前主要在语音识别领域发力，从基础标注、核心算法到应用程序开发，紧密结合使用场景，为海外市场提供语音识别、图像识别和文本识别等方面的核心技术及解决方案。团队里工作十几年的“老”司机和北大MBA小哥哥各路跨界大神时不时就掀一场头脑风暴；工作氛围自带“吸人”属性，特别是有追求、有能力、爱生活、会开车且对人工智能感兴趣有研究的能人们，一入公司门根本不想离开，感觉随时可能被知识淹没、被领导的才华征服！,公司网址：,感兴趣的同学欢迎骚扰ying.pan@1-dimension.com,手机（微信）：17600763609",发表于2018-06-04 17:27:11,【实习】【人工智能语音算法实习生】,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16436801
bingtang,"[项目描述]   ,“微软小冰”集合了中国近7亿网民多年来积累的、全部公开的文献记录，凭借微软在大数据、自然语义分析、计算机视觉、机器学习和深度神经网络方面的技术积累，通过理解对话的语境与语义，实现了超越简单人机问答的自然交互。小冰目前是微软内部很受关注的产品，小冰组有很好的机器学习平台及丰富的实践机会，可以深入到前沿模型的底层开发训练。 ,      ,[招聘职位]   ,计算机视觉算法工程师   ,      ,[工作职责]   ,工作内容涵盖数据挖掘、模式识别、深度学习等方面的领域。利用计算机视觉、深度学习协助工程师解决AI系统中的问题。 ,      ,[职位要求]   ,熟悉计算机视觉、数据挖掘、机器学习等常用算法，对AI有浓厚兴趣   ,良好的编码能力、对数据结构和算法有较好理解   ,具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于解决问题和分析问题   ,有强烈的上进心和求知欲，善于学习新事物，勇于面对挑战   ,具有良好的沟通表达能力、具有出色的执行力   ,      ,[简历标题模板]   ,姓名+学校   ,      ,简历投递至：chunl@microsoft.com ",发表于2018-06-05 21:12:31,【实习】微软小冰 计算机视觉算法工程师,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16438394
liuchangpku,"Soul推荐算法实习,待遇：实习一天500，全勤一个月12000,职位描述：在推荐算法资深工程师指导下，从事推荐算法研发。,职位要求：-本科(含)以上学历，计算机、电子、自动化等相关专业;,　              -熟悉Python一种脚本语言;,　              -熟悉java,scala编程;,　              -了解分布式框架（hadoop,spark,storm)优先,　              -有acm获奖或大公司实习经历者优先,工作地点：中关村,工作时间：一周至少4天,联系邮箱： 292301526@qq.com,同时招聘JAVA和数据开发实习，待遇丰厚，有兴趣可邮件发送简历至292301526@qq.com,Soul 都已经发展的这么好啦！恭喜~,liuchangpku (一夕成玦) 在 ta 的帖子中提到：,Soul推荐算法实习,待遇：实习一天500，全勤一个月12000,职位描述：在推荐算法资深工程师指导下，从事推荐算法研发。,……,是哒,weiqiji (院士) 在 ta 的帖子中提到：,Soul 都已经发展的这么好啦！恭喜~,头像姑娘的颜值不错,liuchangpku (一夕成玦) 在 ta 的帖子中提到：,Soul推荐算法实习,待遇：实习一天500，全勤一个月12000,职位描述：在推荐算法资深工程师指导下，从事推荐算法研发。,……",发表于2018-06-09 21:23:56,Soul推荐算法实习，实习一天500，全勤12000,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16442614
yetao,"计算机视觉/深度学习工程师,#坐标：北京,#请将简历发至以下邮箱，并注明：求职岗位+姓名 ,huangwei@airdoc.com ,【职位描述】,- 负责2D及3D医疗影像分类，医疗影像特定目标检测、分割等深度学习模型／框架的研究和开发工作；,- 与工程团队合作，负责相关技术的产品化落地。, ,【任职要求】 ,- 计算机、电子、自动化等相关专业毕业，3-5年计算机互联网行业从业经验； ,- 有良好编程基础，熟悉python／lua等至少一门脚本语言，熟悉c／c++编程； ,- 熟悉至少一种深度学习框架（CNTK／caffe／tensorflow／mxnet／等）； ,- 熟悉深度学习基本理论，熟悉目标检测、图像分割、场景分割、视频分类、动作分类、视频目标检测等至少一个领域；  ,- 熟悉计算机视觉／图像处理基本算法，例如特征提取、图像增强等； ,- 有相关项目研发经验优先； ,- 有医学图像处理，医学图像深度学习经验优先。,-------------------------------------------------------------------,关于我们,Airdoc是由一流团队构成的医疗领域人工智能企业，由来自微软、三星、雅虎、新浪等顶尖公司的技术产品团队组建。Airdoc利用深度学习技术，在医学专家指导下形成算法模型服务，实现特定病变组织的检测、组织分割、影像识别分类等，致力于提高医生的工作效率。,Airdoc深耕医疗行业，与美国约翰·霍普金斯医院、北京协和医院、温州医科大学眼视光医院、北京同仁医院等顶尖医疗机构在人工智能辅助诊断 、医学影像识别等领域建立深度合作，推动医疗产业智能化升级。,Airdoc总部位于北京海淀，已在北京、上海、广州以及美国硅谷等地设立研发中心。立足中国，汇集全球顶尖人才，合力打造领先的人工智能企业。,加入我们，参与这个激动人心的创新历程吧！ ,关于创始人,张大磊，创始人兼首席执行官,曾担任微软Excel产品经理，PPTV聚力副总裁、新浪副总裁。基于在健康医疗及互联网领域的影响力，张大磊先生多次受邀出席国家公共卫生部门及健康医疗领域行业会议并发表演讲，现为中国健康促进与教育协会移动健康分会常委和相关领域国家标准的起草顾问。,公司荣誉,2016年10月18日，世界人工智能大会正式发布《中国人工智能产业发展报告》，公司凭借其产品Airdoc系列入围新智能top100 ——“未来中国最具影响力及潜力的人工智能企业名单”。,2016年12月16日，Airdoc与中国人工智能学会签约合作，由Airdoc资助未来数年吴文俊人工智能科学技术奖，双方将在产学研用领域加强深度合作。,2017年5月10日，Airdoc凭借其人工智能眼底图像自动识别技术，亮相科技领域顶级盛会微软全球开发者大会，也是中国企业首次亮相微软全球高管的Keynote环节。,2017年9月16-17日，“2017长江产业论坛(秋季)暨医疗健康大数据与人工智能大会”在武汉举行，Airdoc凭借在众多医院的实际应用获得《中国医疗大数据与人工智能产业优秀实践案例》奖项。,鉴于公司成立以来在健康与医疗行业的影响力，公司CEO张大磊先生当选为中国健康促进与教育协会移动健康分会常务委员以及相关领域国家标准的起草顾问。,获取公司更多资讯： ,-查看官方网站www.airdoc.com ,-搜索“air-doc”关注微信公众号",发表于2018-05-23 17:02:24,[实习][Airdoc] AI医疗 计算机视觉/深度学习工程师,https://bbs.pku.edu.cn/v2//v2/post-read.php?bid=896&threadid=16424073
